Equipo,Denominación,GMAO,Ubicación Tec
2332993,ROBOT DE SOLDADURA C6 R2000IC/210F,WBMCRS-017,ENVG_T_HJD_BM-_BM30
2332994,ROBOT MANIPULADOR C7  M900iB/400L,WBMCRM-018,ENVG_T_HJD_BM-_BM30
2332995,ROBOT DE SOLDADURA C9 R2000IC/210F,WBMCRS-019,ENVG_T_HJD_BM-_BM30
2332996,ROBOT DE SOLDADURA C10 R2000IC/210F,WBMCRS-020,ENVG_T_HJD_BM-_BM30
2332997,ROBOT MANIPULADOR C12 M900iB/700,WBMCRM-021,ENVG_T_HJD_BM-_BM30
2332998,ROBOT DE SERTISSAGE A2 ABB 6700 HJD,WOUHRS-022,ENVG_T_HJD_OUH_CL1
2332999,ROBOT DE SERTISSAGE C0 ABB 6700 HJD,WOUHRS-023,ENVG_T_HJD_OUH_CL1
2333001,ISLA DE SERTISSAGE HJD CL1,WOUHIS-007,ENVG_T_HJD_OUH_CL1
2333002,ROBOT DE SOLDADURA C1 R2000IC/210F,WBMCRS-025,ENVG_T_HJD_UAV_EC20
2333003,ROBOT DE SOLDADURA C2 R2000IC/210F,WBMCRS-026,ENVG_T_HJD_UAV_EC20
2333004,ROBOT DE SOLDADURA C3 R2000IC/210F,WBMCRS-027,ENVG_T_HJD_UAV_EC20
2333005,ROBOT MANIPULADOR F0 R2000IC/280L,WBMCRM-028,ENVG_T_HJD_UAV_EC20
2333006,ISLA DE SOLDADURA GENERAL EC020,WUAVIS-009,ENVG_T_HJD_UAV_EC20
2333007,ISLA DE ENSAMBLE GENERAL BM030,WBMCIS-008,ENVG_T_HJD_BM-_-030
2334775,BOMBAS DE MASTIC FRIA,WOUVHBM-100,ENVG_T_HJD_OUV_-CV-
2334776,BOMBAS DE MASTIC FRIA,WOUVHBM-101,ENVG_T_HJD_OUV_-PRD
2334777,BOMBAS DE MASTIC FRIA,WOUVHBM-102,ENVG_T_HJD_OUV_-PRG
2334778,BOMBAS DE MASTIC FRIA,WOUVHBM-103,ENVG_T_HJD_OUV_-CR-
2334779,BOMBAS DE MASTIC FRIA,WBMHBM-104,ENVG_T_HJD_BM-_-50-
2334780,BOMBAS DE MASTIC CALEFACTDA VERDE,WCDCHBM-105,ENVG_T_HJD_CDC_EH01
2334781,BOMBAS DE MASTIC CALEFACTDA VERDE,WCDCHBM-106,ENVG_T_HJD_CDC_RLBS_-020
2334782,BOMBAS DE MASTIC CALEFACTDA VERDE,WCDCHBM-107,ENVG_T_HJD_CDC_CCGD_-150
2334783,BOMBAS DE MASTIC FRIA,WCDCHBM-108,ENVG_T_HJD_CDC_RLBS_-010
2334784,BOMBAS DE MASTIC CALEFACTDA VERDE,WCDCHBM-109,ENVG_T_HJD_CDC_RLBS_-010
2334785,BOMBAS DE MASTIC FRIA,WCDCHBM-110,ENVG_T_HJD_CDC_RLBS_-010
2334787,BOMBAS DE MASTIC FRIA,WUAVHBM-112,ENVG_T_HJD_UAV_-EC-_-040
2334788,BOMBAS DE MASTIC FRIA,WUAVHBM-113,ENVG_T_HJD_UAV_-EC-_DPDG
2334789,PISTOLAS DE MASTIC Y REGULADOR,WOUVHPM-001,ENVG_T_HJD_OUV_-CV-_-480
2334790,PISTOLAS DE MASTIC Y REGULADOR,WOUVHPM-002,ENVG_T_HJD_OUV_-PRD_-480
2334791,PISTOLAS DE MASTIC Y REGULADOR,WOUVHPM-003,ENVG_T_HJD_OUV_-CV-_-100
2334792,PISTOLAS DE MASTIC Y REGULADOR,WOUVHPM-004,ENVG_T_HJD_OUV_-PRD_-200
2334793,PISTOLAS DE MASTIC Y REGULADOR,WOUVHPM-005,ENVG_T_HJD_OUV_-PRG_-200
2334794,PISTOLAS DE MASTIC Y REGULADOR,WOUVHPM-006,ENVG_T_HJD_OUV_-PRG_-480
2334795,PISTOLAS DE MASTIC Y REGULADOR,WOUVHPM-007,ENVG_T_HJD_OUV_-CR-_-500
2334796,PISTOLAS DE MASTIC Y REGULADOR IZQUIERDO,WBMHPM-008,ENVG_T_HJD_BM-_-40-
2334797,PISTOLAS DE MASTIC Y REGULADOR DERECHO,WBMHPM-009,ENVG_T_HJD_BM-_-40-
2334798,PISTOLAS DE MASTIC Y REGULADOR TEM-IZQ,WBMHPM-010,ENVG_T_HJD_BM-_-40-
2334799,PISTOLAS DE MASTIC Y REGULADOR TEM-DER,WBMHPM-011,ENVG_T_HJD_BM-_-40-
2334800,PISTOLAS DE MASTIC Y REGULADOR TEM-IZQ,WCDCHPM-012,ENVG_T_HJD_CDC_LBS-_-020
2334801,PISTOLAS DE MASTIC Y REGULADOR TEM-DER,WCDCHPM-013,ENVG_T_HJD_CDC_RBS-_-020
2334802,PISTOLAS DE MASTIC Y REGULADOR TEM-IZQ,WCDCHPM-014,ENVG_T_HJD_CDC_CCG-_-150
2334803,PISTOLAS DE MASTIC Y REGULADOR TEM-DER,WCDCHPM-015,ENVG_T_HJD_CDC_CCD-_-150
2334804,PISTOLAS DE MASTIC Y REGULADOR,WCDCHPM-016,ENVG_T_HJD_CDC_LBS-_-010
2334805,PISTOLAS DE MASTIC Y REGULADOR,WCDCHPM-017,ENVG_T_HJD_CDC_RBS-_-010
2334806,PISTOLAS DE MASTIC Y REGULADOR TEM-IZQ,WCDCHPM-018,ENVG_T_HJD_CDC_LBS-_-010
2334807,PISTOLAS DE MASTIC Y REGULADOR TEM-DER,WCDCHPM-019,ENVG_T_HJD_CDC_RBS-_-010
2334808,PISTOLAS DE MASTIC Y REGULADOR,WCDCHPM-020,ENVG_T_HJD_CDC_LBS-_-010
2334809,PISTOLAS DE MASTIC Y REGULADOR,WCDCHPM-021,ENVG_T_HJD_CDC_RBS-_-010
2334810,PISTOLAS DE MASTIC Y REGULADOR TEM,WUARHPM-022,ENVG_T_HJD_UAR_-TR-_-010
2334811,PISTOLAS DE MASTIC Y REGULADOR TEM,WUAVHPM-023,ENVG_T_HJD_UAV_-EC-_-040
2334812,PISTOLAS DE MASTIC Y REGULADOR IZQUIERDO,WUAVHPM-024,ENVG_T_HJD_UAV_-EC-_-040
2334813,PISTOLAS DE MASTIC Y REGULADOR DERECHO,WUAVHPM-025,ENVG_T_HJD_UAV_-EC-_-040
2334814,PISTOLAS DE MASTIC Y REGULADOR,WUAVHPM-026,ENVG_T_HJD_UAV_DPG-_-010
2334815,PISTOLAS DE MASTIC Y REGULADOR,WUAVHPM-027,ENVG_T_HJD_UAV_DPD-_-010
2334816,PISTOLAS DE MASTIC Y REGULADOR,WUAVHPM-028,ENVG_T_HJD_UAV_-TA-_-100
2334818,BOMBA DE MASTIC TANDEM,WUAVHBM-114A,ENVG_T_HJD_UAV_EC20
2334819,BOMBA DE MASTIC TANDEM 2,WUAVHBM-114B,ENVG_T_HJD_UAV_EC20
2334820,MANUTENCION BM 025,WBMHMN-025,ENVG_T_HJD_BM-_-025
2334821,MANUTENCION BM 030,WBMHMN-030,ENVG_T_HJD_BM-_-030
2334822,MANUTENCION BM 031,WBMHMN-031,ENVG_T_HJD_BM-_-031
2334823,MANUTENCION BM 040,WBMHMN-040,ENVG_T_HJD_BM-_-040
2334824,MANUTENCION BM 050,WBMHMN-050,ENVG_T_HJD_BM-_-050
2334825,MANUTENCION BM 070,WBMHMN-070,ENVG_T_HJD_BM-_-070
2334826,MANUTENCION BM 100,WBMHMN-100,ENVG_T_HJD_BM-_-100
2334827,MANUTENCION BM 110,WBMHMN-110,ENVG_T_HJD_BM-_-110
2334974,MATRIZ FM070,WFMMT-028,ENVG_T_HJD_BM-_-010
2334975,MATRIZ FM030,WFMMT-029,ENVG_T_HJD_BM-_-010
2334976,MATRIZ FM65D,WFMMT-030,ENVG_T_HJD_FM-_FM65
2334977,MATRIZ FM65G,WFMMT-031,ENVG_T_HJD_FM-_FM65
2334978,MATRIZ CCG020,WCDCMT-032,ENVG_T_EST_PRO
2334979,MATRIZ CCG100,WCDCMT-033,ENVG_T_HJD_CDC_CCG-_0100
2334980,MATRIZ CCG200,WCDCMT-034,ENVG_T_HJD_CDC_CCG-_0200
2334981,MATRIZ CCG450,WCDCMT-035,ENVG_T_HJD_CDC_CCG-_0450
2334982,MATRIZ CCD450,WCDCMT-036,ENVG_T_HJD_CDC_CCD-_0450
2334983,MATRIZ CCG290,WCDCMT-037,ENVG_T_HJD_CDC_CCG-_0290
2334984,MATRIZ CCG270,WCDCMT-038,ENVG_T_EST_PRO
2334985,MATRIZ CCG150,WCDCMT-039,ENVG_T_HJD_CDC_CCG-_0150
2334986,MATRIZ CCD020,WCDCMT-040,ENVG_T_EST_PRO
2334987,MATRIZ CCD100,WCDCMT-041,ENVG_T_HJD_CDC_CCD-_0100
2334988,MATRIZ CCD150,WCDCMT-042,ENVG_T_HJD_CDC_CCD-_0150
2334989,MATRIZ CCD200,WCDCMT-043,ENVG_T_HJD_CDC_CCD-_0200
2334990,MATRIZ CCD270,WCDCMT-044,ENVG_T_EST_PRO
2334991,MATRIZ CCD290,WCDCMT-045,ENVG_T_HJD_CDC_CCD-_0290
2334992,MATRIZ LBS010,WCDCMT-046,ENVG_T_HJD_CDC_LBS-_0010
2334993,MATRIZ LBS020,WCDCMT-047,ENVG_T_HJD_CDC_LBS-_0020
2334994,MATRIZ RBS010,WCDCMT-048,ENVG_T_HJD_CDC_RBS-_0010
2334995,MATRIZ RBS020,WCDCMT-049,ENVG_T_HJD_CDC_RBS-_0020
2334997,MATRIZ EC010,WUAVMT-051,ENVG_T_HJD_UAV_EC10
2334998,MATRIZ EC040,WUAVMT-052,ENVG_T_HJD_UAV_EC40
2334999,MATRIZ LVG125,WUAVMT-053,ENVG_T_EST_PRO
2335000,MATRIZ LVG200,WUAVMT-054,ENVG_T_HJD_PRP_UAV-_LVG-_0200
2335001,MATRIZ LVG005,WUAVMT-055,ENVG_T_HJD_PRP_UAV-_LVG-_0005
2335002,MATRIZ LVG010,WUAVMT-056,ENVG_T_HJD_PRP_UAV-_LVG-_0010
2335003,MATRIZ LVG500,WUAVMT-057,ENVG_T_HJD_PRP_UAV-_LVG-_0500
2335004,MATRIZ LVD125,WUAVMT-058,ENVG_T_EST_PRO
2335005,MATRIZ DPD010,WUAVMT-059,ENVG_T_HJD_PRP_UAV-_DPD-_0010
2335006,MATRIZ DPG010,WUAVMT-060,ENVG_T_HJD_PRP_UAV-_DPG-_0010
2335007,MATRIZ TA100,WUAVMT-061,ENVG_T_HJD_PRP_UAV-_-TA-_0100
2335008,MATRIZ TA200,WUAVMT-062,ENVG_T_HJD_PRP_UAV-_-TA-_0200
2335009,MATRIZ TA150,WUAVMT-063,ENVG_T_HJD_PRP_UAV-_-TA-_0150
2335010,MATRIZ TA300,WUAVMT-064,ENVG_T_HJD_PRP_UAV-_-TA-_0200
2335011,MATRIZ LVD200,WUAVMT-065,ENVG_T_HJD_PRP_UAV-_LVD-_0200
2335012,MATRIZ LVD010,WUAVMT-066,ENVG_T_HJD_PRP_UAV-_LVD-_0010
2335013,MATRIZ LVD500,WUAVMT-067,ENVG_T_HJD_PRP_UAV-_LVD-_0500
2335014,MATRIZ TU010,WUAVMT-068,ENVG_T_EST_PRO
2335015,MATRIZ TU020,WUAVMT-069,ENVG_T_EST_PRO
2335017,MATRIZ SC010,WUAVMT-071,ENVG_T_HJD_UCT_SC10
2335019,MATRIZ TR010,WUAVMT-073,ENVG_T_HJD_UAR_TR10
2335020,MATRIZ SR040,WUAVMT-074,ENVG_T_HJD_UAV_SR40
2335021,MATRIZ JR020,WUAVMT-075,ENVG_T_HJD_UAR_JR20
2349155,DISPOSITIVO FERRAGE PTD HJD,WFERDN-030,ENVG_T_COM_CF-_CFF-_CFF2
2349156,DISPOSITIVO FERRAGE PTD HJD STANDBY,WFERDN-031,ENVG_T_COM_CF-_CFF-_CFF2
2349157,DISPOSITIVO FERRAGE PTI HJD,WFERDN-032,ENVG_T_COM_CF-_CFF-_CFF2
2349158,DISPOSITIVO FERRAHE PTI  HJD STANDBY,WFERDN-033,ENVG_T_COM_CF-_CFF-_CFF2
2349159,DISPOSITIVO FERRAGE PDD HJD,WFERDN-034,ENVG_T_COM_CF-_CFF-_CFF2
2349160,DISPOSITIVO FERRAGE PDD HJD STANDBY,WFERDN-035,ENVG_T_COM_CF-_CFF-_CFF2
2349161,DISPOSITIVO FERRAGE PDI HJD,WFERDN-036,ENVG_T_COM_CF-_CFF-_CFF2
2349162,DISPOSITIVO FERRAGE PDI  HJD STANDBY,WFERDN-037,ENVG_T_COM_CF-_CFF-_CFF2
2349163,DISPOSITIVO FERRAGE CAPOT HJD,WFERDN-038,ENVG_T_COM_CF-_CFF-_CFF2
2349164,DISPOSITIVO FERRAGE CAPOT HJD STAND BY,WFERDN-039,ENVG_T_COM_CF-_CFF-_CFF2
2354412,GUIA PUNTOS DE TECHO H79 IZQUIERDO,WPVHDT001,ENVG_T_001_SE
2354413,GUIA DE PUNTOS TECHO H79 DERECHO,WPVHDT002,ENVG_T_001_SE
2375711,GRIPPER DE TECHO HJD BM30,WBMCOG-073,ENVG_T_HJD_BM-_BM30_073
2375712,GRIPPER DE TECHO B52 BM30,WBMCOG-071,ENVG_T_HJD_BM-_BM30_071
2375713,GRIPPER DE TECHO L52 BM30,WBMCOG-072,ENVG_T_HJD_BM-_BM30_072
2375714,GRIPPER FACHADA TRASERA L52 BM30,WBMCOG-122,ENVG_T_HJD_BM-_BM30_122
2375715,GRIPPER FACHADA TRASERA HJD BM30,WBMCOG-123,ENVG_T_HJD_BM-_BM30_123
2375716,GRIPPER FACHADA TRASERA B52 BM30,WBMCOG-121,ENVG_T_HJD_BM-_BM30_121
2375717,GRIPPER LADO DERECHO HJD,WBMCOG-043,ENVG_T_HJD_BM-_BM30_043
2375718,GRIPPER LADO IZQUIERDO HJD,WBMCOG-033,ENVG_T_HJD_BM-_BM30_033
2375719,GRIPPER LADO DERECHO LB52,WBMCOG-041,ENVG_T_HJD_BM-_BM30_041
2375720,GRIPPER LADO IZQUIERDO LB52,WBMCOG-031,ENVG_T_HJD_BM-_BM30_031
2375721,GRIPPER FACHADA DERECHA BM70,WBMCOG-014,ENVG_T_HJD_BM-_BM70
2375722,GRIPPER FACHADA IZQUIERDA BM70,WBMCOG-013,ENVG_T_HJD_BM-_BM70
2375723,GRIPPER  FACHADA HJD BM70,WBMCOG-012,ENVG_T_HJD_BM-_BM70
2375726,MESA C0 BM30,WBMCOG-030,ENVG_T_HJD_BM-_BM30_C0
2375727,GRIPPER EC20 HDJ F01,WECHOG-001,ENVG_T_HJD_UAV_EC20_F01
2375728,GRIPPER EC20 LB52 F02,WECXOG-002,ENVG_T_HJD_UAV_EC20_F02
2375729,MATRIZ FVB220,WFMMT-032,ENVG_T_HJD_BM-_-010
2375730,MATRIZ JR100,WUAVMT-076,ENVG_T_EST_PRO
2382260,PINZA ROBOT DENGENSHA C1,WBMCPZ-129,ENVG_T_HJD_BM-_BM30
2382261,PINZA ROBOT DENGENSHA C2,WBMCPZ-130,ENVG_T_HJD_BM-_BM30
2382262,PINZA ROBOT OBARA C51,WBMCPZ-131,ENVG_T_HJD_BM-_BM30
2382263,PINZA ROBOT OBARA C52,WBMCPZ-132,ENVG_T_HJD_BM-_BM30
2382264,PINZA ROBOT OBARA C61,WBMCPZ-133,ENVG_T_HJD_BM-_BM30
2382265,PINZA ROBOT OBARA C62,WBMCPZ-134,ENVG_T_HJD_BM-_BM30
2382266,PINZA ROBOT DENGENSHA C101,WBMCPZ-135,ENVG_T_HJD_BM-_BM30
2382267,PINZA ROBOT DENGENSHA C102,WBMCPZ-136,ENVG_T_HJD_BM-_BM30
2382268,PINZA ROBOT DENGENSHA C91,WBMCPZ-137,ENVG_T_HJD_BM-_BM30
2382269,PINZA ROBOT DENGENSHA C92,WBMCPZ-138,ENVG_T_HJD_BM-_BM30
2382270,PINZA ROBOT ARO C1,WUACPZ-139,ENVG_T_HJD_UAV_EC20
2382271,PINZA ROBOT ARO C2,WUACPZ-140,ENVG_T_HJD_UAV_EC20
2382272,PINZA ROBOT ARO C4,WUACPZ-141,ENVG_T_HJD_UAV_EC20
2382570,SKID BM #1,WBMCSK-001,ENVG_T_HJD_BM-
2382571,SKID BM #2,WBMCSK-002,ENVG_T_HJD_BM-
2382572,SKID BM #3,WBMCSK-003,ENVG_T_HJD_BM-
2382573,SKID BM #4,WBMCSK-004,ENVG_T_HJD_BM-
2382574,SKID BM #5,WBMCSK-005,ENVG_T_HJD_BM-
2382575,SKID BM #6,WBMCSK-006,ENVG_T_HJD_BM-
2382576,SKID BM #7,WBMCSK-007,ENVG_T_HJD_BM-
2382577,SKID BM #8,WBMCSK-008,ENVG_T_HJD_BM-
2382578,SKID BM #9,WBMCSK-009,ENVG_T_HJD_BM-
2382579,SKID BM #10,WBMCSK-010,ENVG_T_HJD_BM-
2382580,SKID BM #11,WBMCSK-011,ENVG_T_HJD_BM-
2382581,SKID BM #12,WBMCSK-012,ENVG_T_HJD_BM-
2382582,SKID BM #13,WBMCSK-013,ENVG_T_HJD_BM-
2382583,SKID BM #14,WBMCSK-014,ENVG_T_HJD_BM-
2389445,PISTOLA ANGULAR STANLEY AA33LA14-28,MROI3112,ENVG_T_HTA
2389446,PISTOLA ANGULAR STANLEY AA33LA14-28,MRDI3255,ENVG_T_HTA
2389447,PISTOLA ANGULAR STANLEY AA33LA14-28,MRFI6306,ENVG_T_HTA
2389448,PISTOLA ANGULAR STANLEY AA33LA14-28,WTERX5204,ENVG_T_HTA
2389449,PISTOLA ANGULAR STANLEY AA33LA14-28,WTERHE20,ENVG_T_HTA
2389450,PISTOLA ANGULAR CROWFOOT AA33LC297-35,WFERHN-020S,ENVG_T_HTA
2389451,PISTOLA ANGULAR CROWFOOT AA33LC297-35,WFERHN-021,ENVG_T_HTA
2389452,PISTOLA ANGULAR CROWFOOT AA33LC297-35,WFERHN-022,ENVG_T_HTA
2389453,PISTOLA ANGULAR CROWFOOT AA33LC297-35,WFERHN-023S,ENVG_T_HTA
2409477,PINZA ROBOT ARO STAND BY,WUACPZ-142,ENVG_T_HJD_UAV_EC20
2424994,ARNÉS EN V 4 ARGOLLAS 461958065,WGENEAR001,ENVG_T
2424996,ARNÉS EN V 4 ARGOLLAS 461958002,WGENEAR003,ENVG_T
2424997,ARNÉS EN V 4 ARGOLLAS 461958003,WGENEAR004,ENVG_T
2424998,ARNÉS EN V 4 ARGOLLAS 461958007,WGENEAR005,ENVG_T
2425000,ARNÉS EN V 4 ARGOLLAS 461958006,WGENEAR007,ENVG_T
2425001,ARNÉS EN V 4 ARGOLLAS 461958075,WGENEAR008,ENVG_T
2425003,ARNÉS EN V 4 ARGOLLAS 461958119,WGENEAR010,ENVG_T
2425004,ARNÉS EN V 4 ARGOLLAS 461958118,WGENEAR011,ENVG_T
2425005,ARNÉS EN V 4 ARGOLLAS 461958061,WGENEAR012,ENVG_T
2425006,ARNÉS EN V 4 ARGOLLAS 461958047,WGENEAR013,ENVG_T
2425007,ARNÉS EN V 4 ARGOLLAS 461958120,WGENEAR014,ENVG_T
2425008,ARNÉS EN V 4 ARGOLLAS 461958117,WGENEAR015,ENVG_T
2425009,ARNÉS EN V 4 ARGOLLAS 461958063,WGENEAR016,ENVG_T
2425013,FALL ARRESTER RETRÁCTIL 180007474,WGENEFA001,ENVG_T
2425014,FALL ARRESTER RETRÁCTIL 180001496,WGENEFA002,ENVG_T
2425015,FALL ARRESTER RETRÁCTIL 180007473,WGENEFA003,ENVG_T
2425016,FALL ARRESTER RETRÁCTIL 180007491,WGENEFA004,ENVG_T
2425017,FALL ARRESTER RETRÁCTIL 180007492,WGENEFA005,ENVG_T
2425018,FALL ARRESTER RETRÁCTIL 180007487,WGENEFA006,ENVG_T
2425019,FALL ARRESTER RETRÁCTIL 180001503,WGENEFA007,ENVG_T
2425025,CARRO DESLIZANTE 2/117/19,WGENECD001,ENVG_T
2425026,CARRO DESLIZANTE 2/117/19,WGENECD002,ENVG_T
2425027,CARRO DESLIZANTE 2/117/19,WGENECD003,ENVG_T
2425028,CARRO DESLIZANTE 2/117/19,WGENECD004,ENVG_T
2426450,MANUTENCION BM 010,WBMHMN-010,ENVG_T_HJD_BM-_-010
2433911,FRESADORA DE TIPS AMDP C1,WUAVHTD-11,ENVG_T_HJD_UAV_EC20
2433912,FRESADORA DE TIPS AMDP C2,WUAVHTD-12,ENVG_T_HJD_UAV_EC20
2433913,FRESADORA DE TIPS AMDP C3,WUAVHTD-13,ENVG_T_HJD_UAV_EC20
2439076,MATRIZ ISOFIX  H79 MESA APLIC CO2,WDCAMM011,ENVG_T_UN1
2440086,MATRIZ JR010 B52 F2 FALDON INFERIOR,WFFDMT023,ENVG_T_UN1
2470998,TRANSFER MOVIL T1 LINEA FERRAGE,WFERMN-003,ENVG_T_HJD_FER__MAN__T1
2470999,TRANSFER MOVIL T2 LINEA FERRAGE,WFERMN-004,ENVG_T_HJD_FER__MAN__T2
2471000,GIRADOR G1 LINEA FERRAGE,WFERGR-001,ENVG_T_HJD_FER__MAN__G1
2471001,GIRADOR G2 LINEA FERRAGE,WFERGR-002,ENVG_T_HJD_FER__SKI__G2
2471002,PIVOTANTE PINTURA  LINEA FERRAGE,WFERMPV-001,ENVG_T_HJD_FER__MAN__B1
2471003,RETORNO SKID LINEA FERRAGE,WFERMN-001,ENVG_T_HJD_FER__SKI__SX
2471004,MANUTENCION LINEA FERRAGE,WFERMN-002,ENVG_T_HJD_FER__MAN__LX
2489660,POLIPASTO  EC010 GRUA 250KG LARGUEROS,WECJPL599,ENVG_T_HJD_UAV_EC10
2489661,POLIPASTO  EC010 GRUA 250KG LARGUEROS,WECJPL600,ENVG_T_HJD_UAV_EC10
2489662,POLIPASTO  EC010 GRUA 250KG LARGUEROS,WECJPL601,ENVG_T_HJD_UAV_EC40
2489663,POLIPASTO EC040 BL GRUA 250KG,WECJPL602,ENVG_T_HJD_UAV_EC40
2489664,POLIPASTO EC040 BL GRUA 250KG,WECJPL603,ENVG_T_HJD_UAV_EC40
2489665,POLIPASTO EC PISO DEL GRUA 1000KG TRASLA,WECJPL604,ENVG_T_HJD_UCT_SC10
2489861,POLIPASTO  PISOS FM GRUA 1000KG KBK,WPSJPL605,ENVG_T_HJD_BM-_-010
2489862,POLIPASTO  PISOS FM GRUA 1000KG TRA KBK,WPSJPL606,ENVG_T_HJD_FM-_FM30
2489863,POLIPASTO DE TECHOS COMUN,WBMCPL-607,ENVG_T_BBB_BM__M50
2489864,POLIPASTO DE TECHOS COMUN 2,WBMCPL-608,ENVG_T_BBB_BM__M50
2489865,POLIPASTO LAT 2 IZQUIE GRUA 1000KG  KBK,WLDJPL609,ENVG_T_HJD_CDC_LBS-_0020
2489866,POLIPASTO LAT 2 DERECHO GRUA 1000KG  KBK,WLDJPL610,ENVG_T_HJD_CDC_RBS-_0020
2489867,POLIPASTO FM30 GRUA 1000KG TRANSL DEMAG,WFMJPL611,ENVG_T_HJD_BM-_-010
2489868,POLIPASTO  FM70 GRUA 2000KG TRANSL DEMAG,WFMJPL612,ENVG_T_HJD_BM-_-010
2489871,POLIPASTO  BM70 FACHADA  GRUA 250KG,WBMJPL614,ENVG_T_HJD_BM-_BM70
2489872,POLIPASTO  BM70 FACHADA  GRUA 250KG,WBMJPL615,ENVG_T_HJD_BM-_BM70
2489873,POLIPASTO PISO TRASERO GRUA 1000KG,WBMJPL616,ENVG_T_HJD_UAV_SR40
2489874,POLIPASTO  FERR SCKID GRUA 1000KG/TRANSL,WFRJPL617,ENVG_T_HJD_BM-_-110
2490096,GRIPPER FACHADA DELANTERA X52,WBMCOG-015,ENVG_T_HJD_BM-_BM70
2491351,DISPOS AJUSTE PORTILLON/TECHO DER B52,WDAPDN062,ENVG_T_005_BR-_BRA-_BRA5_X02I
2499362,PISTOLA Y ALIMENTADOR TUCKER M5 BM100,WBMHSG-35,ENVG_T_HJD_BM-_-100
2499363,PISTOLA Y ALIMENTADOR TUCKER MASA TU020,WUAVHS-31,ENVG_T_HJD_UCT_TU20
2499484,CINTA DE ANCLAJE 36813380112,WGENECA001,ENVG_T
2499485,CINTA DE ANCLAJE 36813380107,WGENECA002,ENVG_T
2499486,CINTA DE ANCLAJE 27970620537,WGENECA003,ENVG_T
2500201,PINZA MF ARO ENSAMB GENERAL-v183230000f,WBMCPZ-020M,ENVG_T_HJD_BM-
2500202,PINZA MF ARO ENSAMB GENERAL-v183219000f,WBMCPZ-037M,ENVG_T_HJD_BM-
2500203,PINZA MF ARO ENSAMB GENERAL-v183251000f,WBMCPZ-096M,ENVG_T_HJD_BM-
2500204,PINZA MF ARO ENSAMB GENERAL-v183256000f,WBMCPZ-122M,ENVG_T_HJD_BM-
2500205,PINZA MF ARO ENSAMBLE GENERAL-v183223000,WBMCPZ-126,ENVG_T_HJD_BM-
2500206,PINZA MF ARO LATERAL D 1-v183224000f,WCCDPZ-070,ENVG_T_HJD_CDC_RBS-_0020
2500207,PINZA MF ARO LATERAL I 2-v183224000f,WCCGPZ-058,ENVG_T_HJD_CDC_LBS-_0020
2500208,PINZA MF ARO FACHADA D-v183225000f,WBMHPZ-065,ENVG_T_HJD_BM-_FVB-_0220
2500209,PINZA MF ARO PISO TRASERO v183239000f,WCCHPZ-053,ENVG_T_HJD_CDC_PYGD_0010
2500210,PINZA MF ARO FALDON SUBENSAM-v183242000f,WUAHPZ-076,ENVG_T_EST_PRO
2501146,MEDIO SUMINISTRO ALETAS 01,DLIPAMSA-01,ENVG_T_COM_OU-
2501147,MEDIO SUMINISTRO ALETAS 02,DLIPAMSA-02,ENVG_T_COM_OU-
2501148,MEDIO SUMINISTRO ALETAS 03,DLIPAMSA-03,ENVG_T_COM_OU-
2501149,MEDIO SUMINISTRO ALETAS 04,DLIPAMSA-04,ENVG_T_COM_OU-
2501150,MEDIO SUMINISTRO ALETAS 05,DLIPAMSA-05,ENVG_T_COM_OU-
2501151,MEDIO SUMINISTRO ALETAS 06,DLIPAMSA-06,ENVG_T_COM_OU-
2501900,MATRIZ REFUERZO DE CHAPA CCG015,WCDCMT-015,ENVG_T_HJD_CDC_CCG-_0290
2501901,MATRIZ REFUERZO DE CHAPA CCG016,WCDCMT-016,ENVG_T_HJD_CDC_CCD-_0290
2502245,SOPORTE TRAVIEZA SUPERIOR,WFMMT-221,ENVG_T_HJD_BM-_-010
2502275,EQUIPOS MILLER 001,WUAVHSM-001,ENVG_T_HJD_UAV_LVG-_-500
2502276,EQUIPOS MILLER 002,WUAVHSM-002,ENVG_T_HJD_UAV_LVG-_-500
2502277,EQUIPO DE CORTE PLASMA,WBMHCP-01,ENVG_T_HJD_BM-_-50-
2526609,MAQUINA 3D CNC MERCURY,WGEM3D001,ENVG_T_-3D
2528819,AGV OUV 27 SAV-10132,WOUAGV27,ENVG_T_COM_CF-_CFF-_CFF1_0010
2528820,AGV OUV 28 SAV-10131,WOUAGV28,ENVG_T_COM_CF-_CFF-_CFF1_0010
2528821,AGV OUV 29 SAV-10579,WOUAGV29,ENVG_T_COM_CF-_CFF-_CFF1_0010
2528822,CARGADOR AGV NISSAN SOLDADURA N°2,WTRXAGVC08,ENVG_T_COM_CF-_CFF-_CFF1_0010
2528874,Medio Portillon TT # 1,WMTRPR001,ENVG_T_COM_OU-
2528875,Medio Portillon TT # 2,WMTRPR002,ENVG_T_COM_OU-
2528876,Medio Portillon TT # 3,WMTRPR003,ENVG_T_COM_OU-
2528877,Medio Portillon TT # 4,WMTRPR004,ENVG_T_COM_OU-
2528878,Medio Portillon TT # 5,WMTRPR005,ENVG_T_COM_OU-
2528879,Medio Capot TT # 6,WMTRCP006,ENVG_T_COM_OU-
2528880,Medio Capot TT # 7,WMTRCP007,ENVG_T_COM_OU-
2528881,Medio Capot TT # 8,WMTRCP008,ENVG_T_COM_OU-
