Equipo,Denominación,GMAO,Ubicación Tec
2790359,MATRIZ  CCG030 BBB,WCCDBMT-216,ENVG_T_BBB_CDC_CCG-_-030
2790360,MATRIZ  CCG040 BBB,WCCDBMT-217,ENVG_T_BBB_CDC_CCG-_-040
2790361,MATRIZ  CCG045 BBB,WCCDBMT-218,ENVG_T_BBB_CDC_CCG-_-045
2790362,MATRIZ  LATERALES CCG400 BBB,WCCDBMT-219,ENVG_T_BBB_CDC_CCG-_-400
2790363,MATRIZ  LATERALES CCG500 BBB,WCCDBMT-220,ENVG_T_BBB_CDC_CCG-_-500
2790364,MATRIZ  PASORUEDAS DER BBB,WCCDBMT-221,ENVG_T_BBB_CDC_-PGD_-010
2790365,MATRIZ  PASORUEDAS IZQ BBB,WCCDBMT-222,ENVG_T_BBB_CDC_-PGG_-010
2790366,MATRIZ SUBENSAMBLE TRASERO SR045 BBB,WUARBMT-223,ENVG_T_BBB_UAR_-SR-_-045
2790367,PISTOLA TUCKER MASA LVG500,WUAVBSG-100,ENVG_T_HJD_UAV_LVG-_-500
2790368,PISTOLA TUCKER M5 LVG500,WUAVBSG-101,ENVG_T_BBB_UAV_-LVG_-500
2790369,PISTOLA TUCKER MASA LVD500,WUAVBSG-102,ENVG_T_BBB_UAV_-LVD_-500
2790370,PISTOLA TUCKER M5 LVD500,WUAVBSG-103,ENVG_T_BBB_UAV_-LVD_-500
2790371,PISTOLA TUCKER MASA TA150,WUAVBSG-104,ENVG_T_BBB_UAV_-TA-_-150
2790372,PISTOLA TUCKER M6 LVD500,WUAVBSG-105,ENVG_T_BBB_UAV_-TA-_-150
2790373,PISTOLA TUCKER M5 TA150,WUAVBSG-106,ENVG_T_BBB_UAV_-TA-_-150
2790374,PISTOLA TUCKER M6 LARGO TA150,WUAVBSG-107,ENVG_T_BBB_UAV_-TA-_-150
2790375,PISTOLA TUCKER DPDG200,WUAVBSG-108,ENVG_T_BBB_UAV_DPDG_-200
2790376,PISTOLA TUCKER DPDG200,WUAVBSG-109,ENVG_T_BBB_UAV_DPDG_-200
2790377,PISTOLA TUCKER DPDG200,WUAVBSG-110,ENVG_T_BBB_UAV_DPDG_-200
2790378,PISTOLA TUCKER SC060 M6 ESP CORTO,WUCTBSG-111,ENVG_T_BBB_UCT_-SC-_-060
2790379,PISTOLA TUCKER SC060,WUCTBSG-112,ENVG_T_BBB_UCT_-SC-_-060
2790380,PISTOLA TUCKER SC060,WUCTBSG-113,ENVG_T_BBB_UCT_-SC-_-060
2790381,PISTOLA TUCKER SC060,WUCTBSG-114,ENVG_T_BBB_UCT_-SC-_-060
2790382,PISTOLA TUCKER SR045,WUARBSG-115,ENVG_T_BBB_UAR_-SR-_-045
2790383,PISTOLA TUCKER SR045,WUARBSG-116,ENVG_T_BBB_UAR_-SR-_-045
2790384,PISTOLA TUCKER SR045,WUARBSG-117,ENVG_T_BBB_UAR_-SR-_-045
2790385,MODULO DE POTENCIA LVG500,WUAVBMP-100,ENVG_T_BBB_UAV_-LVG_-500
2790386,MODULO DE POTENCIA LVD500,WUAVBMP-101,ENVG_T_BBB_UAV_-LVD_-500
2790387,MODULO DE POTENCIA TA150,WUAVBMP-102,ENVG_T_BBB_UAV_-TA-_-150
2790388,MODULO DE POTENCIA DPDG200,WUAVBMP-103,ENVG_T_BBB_UAV_DPDG_-200
2790389,MODULO DE POTENCIA SC060,WUCTBMP-104,ENVG_T_BBB_UCT_-SC-_-060
2790390,MODULO DE POTENCIA SR045,WUARBMP-105,ENVG_T_BBB_UAR_-SR-_-045
2790391,BOMBA DE MASTIC  PF250 LVG010,WUAVBM-100,ENVG_T_BBB_UAV_-LVG_-010
2790392,BOMBA DE MASTIC PF250 TB010,WUAVBM-101,ENVG_T_BBB_UAV_-TB-_-010
2790393,BOMBA DE MASTIC PF250 TB020-TB030,WUAVBM-102,ENVG_T_BBB_UAV_-TB-_-020
2790394,BOMBA DE MASTIC PF250 SC060,WUCTBM-103,ENVG_T_BBB_UCT_-SC-_-060
2790395,BOMBA DE MASTIC RB50BV CCD400,WCCDBBM-104,ENVG_T_BBB_CDC_CCD-_-400
2790396,BOMBA DE MASTIC PF250 CCGD400,WCCDBBM-105,ENVG_T_BBB_CDC_CCG-_-400
2790397,BOMBA DE MASTIC PF250 CCGD500,WCCDBBM-106,ENVG_T_BBB_CDC_CCD-_-500
2790398,BOMBA DE MASTIC RB050 PVG500-CV500,WOUVBBM-197,ENVG_T_BBB_OU-_PVG-_-500
2790399,BOMBA DE MASTIC PF250 PVG500-PRG200-CV50,WOUVBBM-198,ENVG_T_BBB_OU-_-PRG_-200
2790400,BOMBA DE MASTIC RB050 PVD500-CR500,WOUVBBM-199,ENVG_T_BBB_OU-_-CR-_-500
2790401,BOMBA DE MASTIC RB050 PRD500-PVD701-PRD7,WOUVBBM-200,ENVG_T_BBB_OU-_PRGD_-701
2790402,BOMBA DE MASTIC PF250 PVD500-PRD200-CR50,WOUVBBM-201,ENVG_T_BBB_OU-_-PRD_-200
2790403,PISTOLA DE MASTIC PF250 LVG010,WUAVBPM-100,ENVG_T_BBB_UAV_-LVG_-010
2790404,PISTOLA DE MASTIC PF250 LVG010,WUAVBPM-101,ENVG_T_BBB_UAV_-LVG_-010
2790405,PISTOLA DE MASTIC PF250 TB010,WUAVBPM-102,ENVG_T_BBB_UAV_-TB-_-010
2790406,PISTOLA DE MASTIC PF250 TB020,WUAVBPM-103,ENVG_T_BBB_UAV_-TB-_-020
2790407,PISTOLA DE MASTIC PF250 TB030,WUAVBPM-104,ENVG_T_BBB_UAV_-TB-_-030
2790408,PISTOLA DE MASTIC PF250 SC060,WUCTBPM-105,ENVG_T_BBB_UCT_-SC-_-060
2790409,PISTOLA DE MASTIC RB50BV CCD400,WCCDBPM-106,ENVG_T_BBB_CDC_CCD-_-400
2790410,PISTOLA DE MASTIC RB50BV CCD400,WCCDBPM-107,ENVG_T_BBB_CDC_CCD-_-400
2790411,PISTOLA DE MASTIC PF250 CCD400,WCCDBPM-108,ENVG_T_BBB_CDC_CCD-_-400
2790412,PISTOLA DE MASTIC PF250 CCG400,WCCDBPM-109,ENVG_T_BBB_CDC_CCG-_-400
2790413,PISTOLA DE MASTIC PF250 CCD500,WCCDBPM-110,ENVG_T_BBB_CDC_CCD-_-500
2790414,PISTOLA DE MASTIC PF250 CCG500,WCCDBPM-111,ENVG_T_BBB_CDC_CCG-_-500
2790415,PISTOLA DE MASTIC RB50BV PVG500,WCCDBPM-112,ENVG_T_BBB_OU-_-PVG_-500
2790416,PISTOLA DE MASTIC RB50BV CV500,WOUVBPM-113,ENVG_T_BBB_OU-_-CV-_-500
2790417,PISTOLA DE MASTIC RB50BV PRG500,WOUVBPM-114,ENVG_T_BBB_OU-_PRG-_-500
2790418,PISTOLA DE MASTIC RB50BV PVRG701,WOUVBPM-115,ENVG_T_BBB_OU-_PVRG_-701
2790419,PISTOLA DE MASTIC PF250 PVG500,WOUVBPM-116,ENVG_T_BBB_OU-_-PVG_-500
2790420,PISTOLA DE MASTIC PF250 PVG500,WOUVBPM-117,ENVG_T_BBB_OU-_-PVG_-500
2790421,PISTOLA DE MASTIC PF250 PRG200,WOUVBPM-118,ENVG_T_BBB_OU-_-PRG_-200
2790422,PISTOLA DE MASTIC PF250 PRG200,WOUVBPM-119,ENVG_T_BBB_OU-_-PRG_-200
2790423,PISTOLA DE MASTIC PF250 CV500,WOUVBPM-120,ENVG_T_BBB_OU-_-CV-_-500
2790424,PISTOLA DE MASTIC RB50BV PVD500,WOUVBPM-121,ENVG_T_BBB_OU-_-PVD_-500
2790425,PISTOLA DE MASTIC RB50BV CR500,WOUVBPM-122,ENVG_T_BBB_OU-_-CR-_-500
2790426,PISTOLA DE MASTIC RB50BV PRD500,WOUVBPM-123,ENVG_T_BBB_OU-_-PRD_-500
2790427,PISTOLA DE MASTIC RB50BV PVRD701,WOUVBPM-124,ENVG_T_BBB_OU-_PVRD_-701
2790428,PISTOLA DE MASTIC PF250 PVD500,WOUVBPM-125,ENVG_T_BBB_OU-_-PVD_-500
2790429,PISTOLA DE MASTIC PF250 PVD500,WOUVBPM-126,ENVG_T_BBB_OU-_-PVD_-500
2790430,PISTOLA DE MASTIC PF250 PRD200,WOUVBPM-127,ENVG_T_BBB_OU-_-PRD_-200
2790431,PISTOLA DE MASTIC PF250 PRD200,WOUVBPM-128,ENVG_T_BBB_OU-_-PRD_-200
2790432,PISTOLA DE MASTIC PF250 CR500,WOUVBPM-129,ENVG_T_BBB_OU-_-CR-_-500
2790804,EQUIPO MILLER LVG500,WUAVBSM-100,ENVG_T_BBB_UAV_-LVG_-500
2790809,SKID BM #15,nan,ENVG_T_HJD_BM-
2790810,SKID BM #16,nan,ENVG_T_HJD_BM-
2790811,SKID BM #17,nan,ENVG_T_HJD_BM-
2790812,SKID BM #18,nan,ENVG_T_HJD_BM-
2790813,SKID BM #19,nan,ENVG_T_HJD_BM-
2790814,SKID BM #20,nan,ENVG_T_HJD_BM-
2790816,POLIPASTO PISO TRASERO BBB,WUARBPL-613,ENVG_T_BBB_UAR_-SR-_-045
2791037,Medio transporte AGV Carreta SKID 7,nan,ENVG_T_HJD_FM-
2791038,Medio transporte AGV Carreta SKID 8,nan,ENVG_T_HJD_FM-
2791039,Medio transporte AGV Carreta SKID 9,nan,ENVG_T_HJD_FM-
2791040,Medio transporte AGV Carreta SKID 10,nan,ENVG_T_HJD_FM-
2791260,PISTOLA APRIETE MONTAJE CAPO-ALETAS,WFERBHE-024,ENVG_T_COM_CF-_CFF-_L5
2791261,PISTOLA APRIETE MONTAJE CAPO-ALETAS,WFERBHE-025,ENVG_T_COM_CF-_CFF-_L5
2791262,PISTOLA APRIETE PUERTAS DELANTERAS PVGD8,WOUBHE-026,ENVG_T_BBB_OU-_PVGD_-800
2791264,ANGULAR TORQUE PUERTAS DELANTERAS PVGD80,WOUBHE-027,ENVG_T_BBB_OU-_PVGD_-800
2791265,ANGULAR TORQUE PUERTAS TRASERAS PRGD800,WOUBHE-028,ENVG_T_BBB_OU-_PRGD_-800
2791272,ANGULAR TORQUE CAPO CV800,WOUBHE-029,ENVG_T_BBB_OU-_-CV-_-800
2791273,ANGULAR TORQUE PORTILLON CR800,WOUBHE-030,ENVG_T_BBB_OU-_-CR-_-800
2791274,ANGULAR TORQUE MONTAJE CAPO-ALETAS,WFERBHE-031,ENVG_T_COM_CF-_CFF-_L5
2791275,ANGULAR TORQUE MONTAJE CAPO-ALETAS,WFERBHE-032,ENVG_T_COM_CF-_CFF-_L5
2791325,REMACHADORA  ALETAS,WFERBHE-035,ENVG_T_BBB_OU-_-AID_-100
2791326,REMACHADORA  STAND BY,WFERBHE-034,ENVG_T_BBB_OU-_-AIG_-100
2791662,DISPOSITIVO FERRAGE PTD BBB,WFERBDN-100,ENVG_T_COM_CF-_CFF-_CFF2
2791663,DISPOSITIVO FERRAGE PTI BBB,WFERBDN-101,ENVG_T_COM_CF-_CFF-_CFF2
2791664,DISPOSITIVO FERRAGE PDD BBB,WFERBDN-102,ENVG_T_COM_CF-_CFF-_CFF2
2791665,DISPOSITIVO FERRAGE PDI BBB,WFERBDN-103,ENVG_T_COM_CF-_CFF-_CFF2
2791690,ISLA SERTISSAGE BBB CL2,WOUVBIS-011,ENVG_T_BBB_OUB_CL2
2791691,ROBOT DE SERTISSAGE B1 CL2,WOUVBRS-034,ENVG_T_BBB_OUB_CL2
2791692,ROBOT DE SERTISSAGE B2 ABB BBB CL1,WOUVBRS-036,ENVG_T_BBB_OUB_CL1
2791693,ROBOT DE SERTISSAGE B2 ABB BBB CL2,WOUVBRS-035,ENVG_T_BBB_OUB_CL2
2791695,ROBOT DE SERTISSAGE D0 ABB BBB CL1,WOUVBRS-037,ENVG_T_BBB_OUB_CL1
2791696,MOLDE DE SERTISSAGE A01 CR700 BBB,WOUVBMD-006,ENVG_T_BBB_OUB_CL2
2791697,MOLDE DE SERTISSAGE A03 CV700 BBB,WOUVBMD-005,ENVG_T_BBB_OUB_CL2
2791698,MOLDE DE SERTISSAGE B03 PVG700 BBB,WOUVBMD-007,ENVG_T_BBB_OUB_CL1
2791699,MOLDE DE SERTISSAGE B02 PRD700 BBB,WOUVBMD-008,ENVG_T_BBB_OUB_CL1
2791700,MOLDE DE SERTISSAGE B01 PVD700 BBB,WOUVBMD-009,ENVG_T_BBB_OUB_CL1
2791701,MOLDE DE SERTISSAGE B04 PRG700 BBB,WOUVBMD-010,ENVG_T_BBB_OUB_CL1
2792785,POLIPASTO PISO TRASERO SR010 BBB,WUARBPL-624,ENVG_T_BBB_UAR_-SR-_-010
2792786,POLIPASTO PISO TRASERO SR040 BBB,WUARBPL-623,ENVG_T_BBB_UAR_-CX-_-010
2798020,ASISTENCIA NEUMATICA PVG300,WOUVBEQ-101,ENVG_T_BBB_OU-_-PVG_-300
2798021,ASISTENCIA NEUMATICA PVD300,WOUVBEQ-102,ENVG_T_BBB_OU-_-PVD_-300
2798022,DISPOSITIVO LECTOR RFID,WUAVCDSP-100,ENVG_T_HJD_UAV_EC20
2799080,ASISTENCIA NEUMATICA PVRGD800,WOUVBEQ-103,ENVG_T_BBB_OUB_CL1
2816621,MATRIZ FALDON INFERIOR JR015,WUARBMT-192,ENVG_T_BBB_UA-_-JR-_-015
2820045,MATRIZ CF010 BBB,WUAVBMT-224,ENVG_T_COM_CF-_CFF-_-010
2820046,Montaje Capó y Aletas BBB,WOUVBMT-242,ENVG_T_BBB_OU-_-CF-_-600
2820528,GRIPPER DE TECHO BBB C74,WBMBOG-074,ENVG_T_BBB_BM-_BM30_074
2820529,GRIPPER FACHADA TRASERA BBB C124,WBMBOG-124,ENVG_T_BBB_BM-_BM30_124
2820530,GRIPPER LADO DERECHO BBB C44,WBMBOG-044,ENVG_T_BBB_BM-_BM30_044
2820531,GRIPPER LADO IZQUIERDO BBB C34,WBMBOG-034,ENVG_T_BBB_BM-_BM30_034
2820635,MATRIZ CS010 BBB,WBMBMT-229,ENVG_T_BBB_-BM_-CS-_-010
2820815,GRIPPER EC20 BBB F03,WUAVBOG-003,ENVG_T_BBB_UAV_EC20_F03
2820917,ASISTENCIA MANUAL CON GIRO LVG200,WUAVBEQ-104,ENVG_T_BBB_UAV_-LVG_-200
2820920,ASISTENCIA MANUAL CON GIRO LVG300,WUAVBEQ-105,ENVG_T_BBB_UAV_-LVG_-300
2820921,ASISTENCIA MANUAL SENCILLA LVG500,WUAVBEQ-106,ENVG_T_BBB_UAV_-LVG_-500
2820922,ASISTENCIA MANUAL CON GIRO LVD200,WUAVBEQ-107,ENVG_T_BBB_UAV_-LVD_-200
2820923,ASISTENCIA MANUAL CON GIRO LVD300,WUAVBEQ-108,ENVG_T_BBB_UAV_-LVD_-300
2820924,ASISTENCIA MANUAL SENCILLA LVD500,WUAVBEQ-109,ENVG_T_BBB_UAV_-LVD_-500
2820925,ASISTENCIA MANUAL CON GIRO FS100,WUAVBEQ-110,ENVG_T_BBB_UAV_-FS-_-100
2820926,ASISTENCIA MANUAL CON GIRO TA150,WUAVBEQ-111,ENVG_T_BBB_UAV_-TA-_-150
2820927,ASISTENCIA MANUAL CON GIRO TR040,WUARBEQ-112,ENVG_T_BBB_UAR_-TR-_-040
2820928,ASISTENCIA MANUAL SENCILLA CX010,WUCTBEQ-113,ENVG_T_BBB_UAR_-CX-_-010
2820929,ASISTENCIA MANUAL SENCILLA SR010,WUCTBEQ-114,ENVG_T_BBB_UAR_-SR-_-010
2820930,ASISTENCIA MANUAL SENCILLA SR040,WUCTBEQ-115,ENVG_T_BBB_UAR_-SR-_-040
2820931,ASISTENCIA MANUAL CON GIRO SC040,WUCTBEQ-116,ENVG_T_BBB_UCT_-SC-_-040
2820934,ASISTENCIA MANUAL CON GIRO SC050,WUCTBEQ-117,ENVG_T_BBB_UCT_-SC-_-050
2820935,ASISTENCIA MANUAL SENCILLA SC055,WUCTBEQ-118,ENVG_T_BBB_UCT_-SC-_-055
2821176,GCI Multinivel Norte Piso 1 Costado Nort,D2PGCI051,ENVG_T
2821177,GCI Multinivel Norte Piso 1 Centro,D2PGCI052,ENVG_T
2821178,GCI Multinivel Norte Piso 1 Costado Sur,D2PGCI053,ENVG_T
2821179,GCI Multinivel Norte Piso 2 Costado Nort,D2PGCI054,ENVG_T
2821180,GCI Multinivel Norte  Piso 2 Centro,D2PGCI055,ENVG_T
2821181,GCI Multinivel Norte Piso 2 Costado Sur,D2PGCI056,ENVG_T
2821182,GCI Multinivel Norte Piso 1 Costado Nort,D2PGCI057,ENVG_T
2821183,GCI Multinivel Norte Piso 3 Centro,D2PGCI058,ENVG_T
2821184,GCI Multinivel Norte Piso 3 Costado Sur,D2PGCI059,ENVG_T
2835856,POLIPASTO LATERAL 1 IZQUIERDO,WCDCCPL-595,ENVG_T_005_CS-_CSF-_CSF5
2835857,POLIPASTO LATERAL 1 DERECHO,WCDCCPL-594,ENVG_T_005_CS-_CSF-_CSF5
2837831,DISPOSITIVO FACHADA TRASERA BBB,WBMBDSP-102,ENVG_T_BBB_BM-_-100
2838464,DISPOSITIVO TUCKER BBB,WBMBDSP-101,ENVG_T_BBB_BM-_-100
2840267,ANGULAR TORQUE MONTAJE ROTULA CINTURON,WBMBHE-033,ENVG_T_BBB_BM-_-100
2841204,PISTOLA TUCKER M5 TA100,WUAVBSG-118M,ENVG_T_BBB_UAV_-TA-_-100
2841220,MODULO POTENCIA TUCKER BBB TA100,WUAVBMP-106M,ENVG_T_BBB_UAV_-TA-_-100
2841222,MODULO POTENCIA TUCKER BBB TA101,WUAVBMP-107M,ENVG_T_BBB_UAV_-TA-_-101
2841223,PISTOLA TUCKER M6 TA101,WUARBSG-119M,ENVG_T_BBB_UAV_-TA-_-101
2855825,EQUIPO MILLER CO2 DERECHO BBB,WTRCSM-008,ENVG_T_BBB_FER_-CF-_-100
2857746,DISPOSITIVO PROTECTOR DE ROMANAS CO2,WFERDSP003,ENVG_T
2857859,POLIPASTO PISO CENTRAL BBB SC050,WUCTBPL-621,ENVG_T_BBB_UCT_-SC-_-050
2857860,POLIPASTO PISO CENTRAL BBB SC055,WUCTBPL-622,ENVG_T_BBB_UCT_-SC-_-055
2857861,POLIPASTO PISO TRASERO BBB SR040,WUARBPL-625,ENVG_T_BBB_UAR_-SR-_-040
2858968,PINZA ARO X5 SPE BM10 IZQ V153211,WBMBPZ-210,ENVG_T_BBB_BM-_-010
2858969,PINZA ARO X5 SPE BM10 DER V153211,WBMBPZ-199,ENVG_T_BBB_BM-_-010
2868711,ASISTENCIA NEUMATICA TU020,WUCTCEQ-112,ENVG_T_HJD_UCT_TU20
2869059,PISTOLA TUCKER MASA LAT 1 IZQUIERDO X52,WCDCXSG-022,ENVG_T_006_CX-_CXG-_CCIX_0002
2870187,MATRIZ LVD005 SOPORTE DE SUSPENSION GMP,WUAVHMT-243,ENVG_T_HJD_UAV
2870188,MATRIZ LVG001 SOPORTE DE BATERIA CVTX HJ,WUAVHMT-244,ENVG_T_HJD_UAV
2870189,MATRIZ CCG260 REFUERZO PIE DELANTERO IZQ,WUAVHMT-245,ENVG_T_HJD_UAV
2870190,MATRIZ CCD260 REFUERZO PIE DELANTERO DER,WUAVHMT-246,ENVG_T_HJD_UAV
2870191,MATRIZ CCD175 REFUERZO DE BRANCARD DERE,WUAVHMT-247,ENVG_T_HJD_UAV
2870192,MATRIZ CCG175 REFUERZO DE BRANCARD IZQUI,WUAVHMT-248,ENVG_T_HJD_UAV
2876444,MEDIO DE SUMINISTRO DE TECHOS BM50 01,WBMCMC-001,ENVG_T_BBB_BM__M50
2876445,MEDIO DE SUMINISTRO DE TECHOS BM50 02,WBMCMC-002,ENVG_T_BBB_BM__M50
2876446,MEDIO DE SUMINISTRO DE TECHOS BM50 03,WBMCMC-003,ENVG_T_BBB_BM__M50
2876447,MEDIO DE SUMINISTRO DE TECHOS BM50 04,WBMCMC-004,ENVG_T_BBB_BM__M50
2876448,MEDIO DE SUMINISTRO DE TECHOS BM50 05,WBMCMC-005,ENVG_T_BBB_BM__M50
2876449,MEDIO DE SUMINISTRO DE TECHOS BM50 06,WBMCMC-006,ENVG_T_BBB_BM__M50
2876450,MEDIO DE SUMINISTRO DE TECHOS BM50 03,WBMCMC-007,ENVG_T_BBB_BM__M50
2876451,MEDIO DE SUMINISTRO DE TECHOS BM50 08,WBMCMC-008,ENVG_T_BBB_BM__M50
